,Total Logins,Tickets Raised,Customer Tenuer Year,Sentiment Score,Onboarding Year,Loans Accessed,Loans Taken,Monthly Avg Balance,Churned
13559,13.935681481150802,4.0,12,0.12818723570043286,2012,3,2,36938.87802154638,1
13560,14.766858419331825,1.4110471935560582,11,0.1359313600887206,2013,0,1,38665.62188609623,1
13561,16.28973647194857,4.579472943897135,7,0.00042837467602580004,2017,2,1,57661.566747208024,1
13562,15.221492895401376,1.7785071045986252,6,0.5189501592469612,2018,0,2,41977.47021312511,1
13563,14.04598321892825,1.4091966437856498,10,0.03645293591768298,2014,2,1,43458.52923624019,1
13564,15.544180115941954,4.367459652174139,9,0.38683596753872873,2015,0,2,47571.15909612209,1
13565,12.282650650093185,3.0,9,0.4422877894029379,2015,0,2,21793.64418596359,1
13566,13.0,3.508538552351385,10,-0.1636239929353141,2014,1,2,4521.252897785154,1
13567,13.269571569834877,2.730428430165124,10,0.132392951323126,2014,2,1,38224.13866085302,1
13568,13.96075478500531,2.496075478500531,11,0.14018907157346994,2013,2,1,34601.59273160385,1
13569,9.338207800841303,2.0,8,0.36911336503823716,2016,0,2,51064.58489137548,1
13570,12.555092466718072,3.4954568548169394,8,0.26441375401051836,2016,2,0,43917.87715353552,1
13571,19.471479978611825,3.2020628479764968,4,0.6062960229004901,2020,0,2,54122.006885776034,1
13572,14.370299921113775,4.209900026295409,7,0.40718307745462523,2017,0,1,26057.592034366768,1
13573,15.978470174373752,2.978470174373753,10,0.29635564852102125,2014,3,2,67887.01105675574,1
13574,15.410762022000183,5.78565063733309,10,0.19328612857091954,2015,1,1,48131.763028208115,1
13575,15.091019108085137,2.0,11,0.11920616359275647,2013,0,2,44091.692482373735,1
13576,14.275860979159331,3.275860979159331,7,0.32377382746026057,2017,3,1,54371.58371077541,1
13577,10.307509608570761,3.2308301304764124,6,-0.08797595875083133,2019,1,1,57352.875514906234,1
13578,11.211374814166284,2.211374814166283,10,0.3006544397241231,2014,2,2,50984.365450454665,1
13579,17.384727845015906,0.039988119180874526,8,0.20331102180697797,2016,1,2,32606.173726546516,1
13580,8.43630967873348,1.5386161295250549,8,-0.09065935116186175,2016,2,2,45700.434955811616,1
13581,11.438154610956369,3.561845389043631,5,0.12508006440623964,2019,1,1,40779.39584468851,1
13582,21.344388534851507,2.0,4,0.11127754903844947,2020,1,2,33686.77498741319,1
13583,16.21364283584228,3.0,7,0.5543007262254345,2017,1,5,51675.28701346355,1
13584,15.685718976688287,4.285626599683577,8,0.2808341590854739,2016,2,1,54877.55363521195,1
13585,13.187272330259386,3.4581815535062574,11,0.10773653398945279,2013,0,0,41840.343312942074,1
13586,8.156734703165696,3.0,5,0.2912243194653915,2019,3,1,34401.465523149454,1
13587,20.87246081916563,2.968115204791408,4,0.3230117520779151,2021,3,1,36558.36125875126,1
13588,14.456599933884647,2.1521999779615486,7,0.48224457329731607,2018,7,0,38193.63899306486,1
13589,15.19131896503923,2.821744611889711,7,0.49615141532592155,2017,4,5,42986.531412358316,1
13590,15.600254050701112,4.399745949298888,13,0.12075958073379556,2011,1,1,57587.87293629217,1
13591,8.39115768329709,2.7681403861171514,7,0.2203550868767157,2017,3,1,34396.79053973885,1
13592,18.51155105328241,4.3938295677599,5,0.37603253861859365,2019,1,2,9906.98794762526,1
13593,10.126253187784094,1.6893797816761407,6,0.07391147843825824,2018,2,1,57385.255572030896,1
13594,8.028853306464839,2.982688016121096,9,-0.21332268461324067,2015,4,3,35389.978973239566,1
13595,16.424063405774827,4.570677234295805,7,0.4341640650044626,2017,2,2,45243.299992253575,1
13596,21.592115073149643,1.5921150731496412,7,-0.027052574266358376,2017,2,5,64057.64479400016,1
13597,12.0,2.0,7,0.368653792507308,2017,3,2,38894.490266893525,1
13598,16.352283577202915,5.323858211398543,9,0.02295879125263768,2015,1,1,43431.95530514442,1
13599,19.616777507035927,2.1062915651384735,9,0.12127110039027207,2015,4,2,47193.835683003635,1
13600,20.558213561895805,1.2791067809479024,11,0.12310949875672389,2013,1,2,50503.229347655826,1
13601,18.099296618910145,2.543058108882816,6,0.37083972993283987,2018,2,1,45881.290559628775,1
13602,17.0,2.999947173067703,11,0.0033732898769193577,2013,3,2,36328.73504455224,1
13603,16.18431678461311,2.8617624115401665,6,0.1465649821510016,2018,3,2,18051.896445012262,1
13604,15.486329863562695,3.814208767054663,12,0.10632828802627281,2012,2,0,31309.738830281676,1
13605,16.480091517053573,4.903981696589286,5,0.1842210487054095,2019,1,0,16018.265780701911,1
13606,14.984356704692566,2.046929885922302,12,0.5186264755635839,2012,1,2,42818.11066695159,1
13607,13.867717591571479,4.933858795785739,5,0.5219137121460915,2019,2,0,33670.52489521212,1
13608,9.38042294262379,2.8097885286881046,12,-0.11483685767376747,2012,1,1,34967.35096033314,1
13609,12.976685142247808,0.3255617140826028,8,0.41506355792036254,2016,0,3,18332.701612480152,1
13610,20.0,2.7201378458340946,7,0.2798440339089202,2017,2,1,31136.763061078513,1
13611,22.693890144592988,2.5224439421628047,11,0.11747625590141775,2013,2,2,66891.1882096281,1
13612,16.264439765772206,2.919833379284182,11,0.6890152008893643,2013,4,1,48131.763028208115,1
13613,15.035642024254482,5.67854734141816,8,0.483247245118578,2017,1,4,1938.77114403293,1
13614,14.030976087302424,3.7116842138738195,8,0.13050339134813582,2016,3,3,42327.14378528375,1
13615,9.380592255757021,2.9456296777489968,12,0.2757740105988298,2012,2,3,10857.7104768445,1
13616,13.127691660921204,5.7853143913278195,7,0.03771822524913688,2017,1,3,56359.6811991131,1
13617,12.801412867379042,2.0,10,0.22219766514801537,2014,1,2,37365.05380013692,1
13618,15.429014880483098,2.4763382934943663,7,0.5472716139963985,2017,2,0,37535.57242061822,1
13619,10.268615114558804,2.0,10,0.3066427728590146,2014,3,1,40731.033792177295,1
13620,17.923915273234492,2.1521694535310143,13,0.05188908174473958,2011,3,3,38756.248571175915,1
13621,17.507837905777436,4.997760598349304,12,0.477839503210507,2012,1,2,57579.82338965401,1
13622,14.313047558614562,2.5652377930728085,6,0.0789264523031574,2018,0,1,32697.38623802288,1
13623,17.208093461577764,2.0,8,0.5819290772482323,2016,1,3,36561.06837732665,1
13624,14.667925410223454,5.749055942332409,7,0.30593854642303925,2018,1,2,32439.513951619632,1
13625,14.726753232364363,1.908917744121454,4,0.22891918455308916,2021,0,2,48131.763028208115,1
13626,14.825974340651616,3.1160171062322566,13,0.34516065790142497,2011,0,3,24800.736217945072,1
13627,17.678403884032083,1.1929576695807507,10,0.5489481754231396,2014,0,4,43969.71540245867,1
13628,17.19525892091725,1.207111618624123,8,0.23609686593252066,2016,2,1,61839.609241397244,1
13629,20.023459021721155,4.0234590217211545,7,0.42440960794379784,2017,1,1,51987.14245188947,1
13630,15.035250083630014,2.0117500278766713,12,0.4656681620906058,2012,4,1,57278.718397406024,1
13631,18.846469483189153,1.3893953460881936,8,0.5830961085943637,2016,2,3,46482.00466188867,1
13632,18.910794930509947,5.553974652549744,11,0.35797651322258145,2014,1,1,42597.98436542639,1
13633,18.079325934792415,2.6931086449308057,5,0.5332781765055683,2019,0,1,54125.3045289209,1
13634,17.127499726671985,2.127499726671986,7,-0.014219099923117998,2017,0,3,35409.94245924653,1
13635,18.069696252591044,1.1860607494817914,13,0.4587442218073792,2011,1,2,10884.254460250004,1
13636,15.10732661243333,1.4107326612433329,13,0.6212072922177937,2011,1,1,33112.16889223308,1
13637,9.871528110164869,2.532117972458783,8,0.05201053588474147,2016,3,2,35466.96324908722,1
13638,14.200867075709928,3.2008670757099287,8,0.3921137344409552,2016,4,1,55447.08865151742,1
13639,11.597812338215341,4.597812338215341,13,0.08861816400375602,2011,1,1,35990.35878221318,1
13640,8.87160308646136,2.0726335905384463,5,0.19925212770915496,2019,0,2,35715.64260037397,1
13641,14.402611438340163,2.8052228766803253,8,0.28274274401521304,2016,2,2,53106.936384303146,1
13642,17.903025571135203,2.8903025571135204,4,0.5658152935593221,2020,0,1,54112.8276721408,1
13643,16.919744471314864,4.7678977885259455,10,0.18957158954557635,2014,3,3,23957.13569908555,1
13644,18.895021004559652,2.5263663363405997,9,0.2605195583223468,2015,0,1,55708.25994716517,1
13645,8.0,2.0,8,0.5285026956169823,2016,1,1,35701.59058170313,1
13646,19.387084217464086,2.122583156507183,5,0.15571896361771898,2019,2,1,57970.1479006331,1
13647,20.495539408659152,0.2882631950519139,10,0.5012367840618568,2014,2,1,41511.87923077301,1
13648,9.545903406622463,2.0,7,-0.037043690313812716,2017,0,3,27765.098805664205,1
13649,14.82537396010469,2.2655129596775962,8,0.45733451065581165,2016,0,3,32683.04119440958,1
13650,16.06260948454966,2.3671738144312924,9,-0.007795582768826803,2015,1,1,29988.48680584203,1
13651,12.96223824284753,2.0188808785762347,11,0.5257410019329071,2013,4,1,33462.45011686486,1
13652,19.195757130465314,3.899469641308164,4,0.14024134197369692,2020,1,2,62444.72623018309,1
13653,16.46597531540932,3.9848779179596976,9,0.5703622647766339,2015,3,5,67677.51372014759,1
13654,19.899643571263624,2.0,10,0.36757659281401495,2014,1,4,21157.5443322417,1
13655,14.34735326579279,4.008411959475675,10,0.4495677581281898,2014,2,2,51124.96184425345,1
13656,16.3909769183553,4.695488459177651,8,0.29619906479588365,2016,1,2,13751.869264762418,1
13657,16.890449126023693,1.5068220528402199,7,0.581659246312955,2017,1,1,25968.60944540923,1
13658,10.592128185344338,1.5921281853443383,11,0.22959073781847494,2013,3,2,22580.004101141494,1
13659,11.447652978143559,4.5074781459794915,11,0.2820564308270821,2013,2,1,36908.80366891781,1
13660,15.085113849878496,2.170227699756992,8,0.6041882597758368,2016,2,1,57649.369281982625,1
13661,9.978393035961231,2.4891965179806155,11,0.5030306923045665,2013,2,3,31381.76369353623,1
13662,16.198939226013447,2.450265193496638,11,0.5426998209394606,2013,1,3,65873.15226679319,1
13663,15.202476723957492,8.003095904946864,8,0.19858748187856773,2016,2,0,48133.058619083975,1
13664,13.538275436781682,4.0,11,0.43370228914775943,2013,1,0,63355.03426493207,1
13665,12.042334492518304,2.12700347755491,9,0.7971879778322525,2015,1,2,39488.30647720571,1
13666,10.712114852938548,4.801211761697021,10,0.26639235114449095,2014,0,0,55001.06713295852,1
13667,12.994142975708371,2.4970714878541855,8,0.4530049591986538,2016,1,1,22539.41448281776,1
13668,17.175068473087208,4.695844745514535,6,0.44815216497707716,2018,2,2,45226.74669779063,1
13669,12.0,1.0,12,0.35478214785231893,2012,0,1,52610.03516559641,1
13670,18.308884732645815,3.3272211831614538,4,0.25893426615169657,2020,2,2,55882.94883898782,1
13671,15.726587676039426,2.0,12,0.6146852053721836,2012,1,2,41825.780615939606,1
13672,15.507173247401116,2.0,10,0.5323296982897088,2014,1,2,55670.98886821406,1
13673,12.774858402181955,3.225141597818044,4,0.051392761933639564,2020,2,1,40359.4771285509,1
13674,14.740587484019946,3.8702937420099732,12,-0.3208681619649756,2012,2,4,41150.27422798008,1
13675,14.268768801251767,4.0,11,0.4084832635029047,2013,1,0,63390.64700715417,1
13676,11.506930116077195,2.986139767845611,6,0.15255991544375144,2018,0,2,43689.84884018976,1
13677,13.937830261942857,1.3747798253714292,7,0.3977941056541788,2017,2,2,48131.763028208115,1
13678,13.613828893100365,5.0,5,0.23445874305847159,2019,1,0,36836.96452756637,1
13679,19.864324037671047,2.0,10,0.5824897471609182,2014,2,4,36581.557797658,1
13680,17.686739962516334,3.0,13,0.5066473956572087,2011,4,2,57222.33883376156,1
13681,19.482203623896986,3.0,10,0.40486254632340524,2014,2,2,47705.2806618313,1
13682,17.55199641040331,2.0,6,0.4549443585993445,2019,0,2,33581.9679944109,1
13683,15.022118339144757,2.2920338111842167,7,0.2913868737755655,2018,2,1,56018.63874098534,1
13684,18.578356507712886,1.2891782538564431,9,0.6136415667661878,2015,1,2,55050.84272234976,1
13685,17.61953062828581,3.0707040575712896,9,0.7163618079854014,2015,1,1,52676.950068564365,1
13686,17.215501994942784,0.0,10,0.5989439615837819,2014,1,0,39186.913084240114,1
13687,16.973340310336305,2.336295521073744,8,0.6281639603391668,2016,3,0,41451.76802242765,1
13688,15.381100513611814,4.237798972776372,12,0.6368506705251854,2012,0,4,38014.33545402684,1
13689,14.122119074746475,2.4389404626267623,8,0.47988232354206684,2016,0,0,42221.99167057535,1
13690,11.02548804721622,2.34466135431832,10,0.006678363528797738,2014,2,2,43426.12353374202,1
13691,15.290283677314761,2.2902836773147603,9,0.23078549255716713,2015,1,1,48131.763028208115,1
13692,15.294059720714879,2.4588119441429757,7,0.5855380320899601,2017,3,3,50650.90490715313,1
13693,15.97628363969421,4.0,6,-0.042166449260411965,2018,2,0,48131.763028208115,1
13694,8.957469483608005,0.5585238654380026,6,0.47305769185296354,2018,2,3,56349.07406362669,1
13695,17.49218273848084,5.164060912826946,7,0.6412423191513421,2017,2,1,65459.16759433774,1
13696,20.714563556958783,2.0570872886082436,13,0.0766440678415015,2011,3,1,7594.797049707117,1
13697,16.556976440313154,1.6709293209394582,11,0.5495160669114194,2013,2,3,46680.280354952985,1
13698,14.0,2.1762531390011155,4,0.42124003646498337,2020,2,1,40525.43457132622,1
13699,12.075773910533883,3.6926360255617476,4,0.3791830056050228,2021,3,2,19296.569396273197,1
13700,15.0,1.732300770608181,8,0.3061085478725089,2016,0,4,48131.763028208115,1
13701,17.112427794378775,3.610946525702653,10,0.01443474422425517,2014,2,0,31317.375626440848,1
13702,13.611139291468437,1.3594140787816453,5,0.4620528924136661,2019,1,1,48131.763028208115,1
13703,10.020549238714786,3.8287689342006996,5,0.2942044286398929,2019,2,0,35975.71077516439,1
13704,14.778498949146147,2.6645031525615583,5,0.41108013910310126,2020,1,3,38586.86032989452,1
13705,17.120233891087594,4.0,9,0.14211045924854424,2015,4,1,43895.977054239425,1
13706,11.646525266780422,2.097683511186948,7,0.07380161680759004,2017,0,2,56835.88913659652,1
13707,14.691631860049561,4.229958232059472,10,0.49442615792159317,2014,1,0,55465.95609532602,1
13708,16.825368957400528,4.304778625559685,7,0.3090580981567417,2017,0,2,37671.20368153568,1
13709,12.94870491823918,3.0,10,0.10832430644459412,2014,3,1,38225.81681425056,1
13710,15.902245623096231,0.09775437690376865,8,0.5700203700059825,2016,2,3,68916.17955056022,1
13711,19.384321475266212,1.1242829634410607,13,0.17949074958621583,2011,1,2,27090.338148899587,1
13712,11.39008232363961,2.801416810908627,5,0.15949563733119568,2019,1,1,55283.17168394013,1
13713,18.88685621453057,2.113143785469429,13,0.008067775467137772,2011,1,2,30417.238901008102,1
13714,16.310537508244177,4.803010716641193,4,0.3178752199087104,2020,2,1,19340.750784430133,1
13715,13.901618782998128,6.879013908434084,7,0.1965032951137633,2017,2,3,51587.28313210893,1
13716,14.435727293509604,4.524720271727076,13,0.32372134200781455,2011,1,1,33127.11059681467,1
13717,13.772275944987243,5.386137972493621,5,0.25596603044992505,2019,2,1,32668.59645163972,1
13718,14.010331423045464,1.0,8,0.7042465720239887,2016,2,1,38985.33729989826,1
13719,13.259826303292057,2.5039305213168226,5,0.41889930715262125,2020,1,3,38790.71618088012,1
13720,18.471441042261922,5.722080189502168,11,0.8056314430289935,2013,1,2,41657.361092139545,1
13721,12.504827625953121,3.0,14,-0.0957803356468457,2011,2,2,40899.46697574045,1
13722,19.0,4.0728956198493105,13,0.184362206072927,2011,0,3,41048.40996798752,1
13723,8.988404053326345,1.4942020266631721,6,0.0743283049848933,2018,2,1,35938.56307901821,1
13724,15.567627150514049,1.2972881306901465,6,0.4871602724771138,2019,2,2,34137.63186151422,1
13725,17.88106993749143,3.470267484372857,11,0.4738811020625804,2014,2,1,48131.763028208115,1
13726,11.749308471112393,4.0,7,0.2465327343580226,2017,1,1,39830.79595836889,1
13727,9.166703803688119,2.7083240490779703,9,-0.04941641213042014,2015,3,3,35438.15902852072,1
13728,12.414166173713612,3.0,13,0.40580799823705327,2011,3,2,52062.333202036956,1
13729,13.221053290431762,1.5552633226079402,6,0.05651729523743022,2018,1,2,43583.970629442185,1
13730,17.0,3.1998637541088195,7,-0.02050936401179742,2018,1,1,77932.02208435273,1
13731,18.957737279107047,2.3899646135307444,8,0.2723572730239871,2016,1,3,42144.98314805451,1
13732,18.410779620463124,1.4795545025924994,9,0.20855569791954048,2015,2,1,24868.658590605515,1
13733,17.485341590333427,3.702931681933315,5,-0.27733593015153857,2020,1,1,38742.109038173076,1
13734,13.0,1.823831195014502,5,0.6046457789764995,2019,3,2,38950.76895818319,1
13735,18.7420344673298,5.371017233664899,6,0.3235414241332303,2018,2,1,65427.150919419495,1
13736,16.54726123667181,4.7693499699067,13,0.5111741904851776,2011,1,0,54933.09411720246,1
13737,15.224005351088334,2.0,5,0.3052725410842914,2019,2,3,42230.311152158225,1
13738,16.99892400773963,1.857450283502963,9,0.5269133246975747,2015,1,0,50350.408177718105,1
13739,14.18233518357822,1.0940111014693172,8,0.38711969931521856,2016,1,2,39528.86523092528,1
13740,13.311618394972637,2.942300937901207,10,0.4798129758168866,2014,0,1,29926.019761132873,1
13741,13.285477428921375,1.469590775210249,10,0.32982111563130156,2014,3,3,52138.33826041925,1
13742,11.208024562733248,3.6240736881997466,5,0.7262894190217111,2019,2,0,41540.58249424887,1
13743,14.0,2.6622892252757753,9,0.026512377419921008,2015,3,1,28771.691757060067,1
13744,10.0,3.0,10,0.2626532183624723,2014,3,1,18701.735697618973,1
13745,11.608644673569323,2.0,11,0.17895472029805434,2013,2,0,34830.66725078125,1
13746,13.0,3.297352878147173,4,0.3548771637862735,2020,1,3,38925.1320694497,1
13747,13.676396693361202,4.558798897787067,8,0.37729024988601734,2016,1,3,38312.92010695467,1
13748,15.417618686789165,5.149428787926501,6,0.47048223143047,2018,2,3,41629.85831030181,1
13749,13.024418397230878,3.2270125542721724,9,0.31933434135072886,2015,2,4,7246.131833378924,1
13750,22.05631458469098,3.422525833876393,5,0.5511943750552151,2019,0,2,36232.98918194838,1
13751,12.93858372126912,5.796062209048159,8,0.31181496165417494,2016,3,2,29984.701091513325,1
13752,13.071958223203618,2.023986074401206,6,-0.10034275151498434,2018,2,2,39451.197812541664,1
13753,17.136394171628023,3.931802914185989,12,0.006512033578073423,2012,1,0,19450.948273288574,1
13754,13.695152038937302,2.8438783688501585,9,-0.03369207418008864,2015,1,0,38701.794119250466,1
13755,10.0,3.0,7,0.017094445049297247,2017,2,0,55113.19667437844,1
13756,14.458493717877513,2.0,6,0.17203221893675458,2018,3,3,43240.98102107045,1
13757,15.939433225745704,6.313144408581902,9,-0.010881982664118328,2015,1,3,51008.52826429971,1
13758,12.0,1.238257293530484,10,0.10624945859704235,2014,0,1,48131.763028208115,1
13759,16.116594407724715,5.708513980688215,9,0.5645357791071864,2016,2,2,34880.667339000465,1
13760,14.401699282728442,3.9968424678475483,5,0.4725553283981136,2019,2,2,30678.633111675375,1
13761,15.291917885338904,0.24759754628053277,8,0.6055104251922208,2016,3,4,46548.77018821469,1
13762,18.272193367411774,1.8639033162941132,10,0.3251999990762333,2014,1,5,37225.12909842515,1
13763,19.139783637310483,3.0,10,-0.017358190904982196,2014,1,2,34601.107694722945,1
13764,12.862289231719426,1.4311446158597132,7,0.4592336604453689,2017,2,1,49745.50317855291,1
13765,14.550468100285162,2.337148924786128,12,0.03495202944953084,2012,2,4,20164.927668857752,1
13766,13.695475671118631,4.695475671118631,7,0.19829675825314835,2017,1,2,51039.433547921064,1
13767,16.370737169186523,1.8764209436044927,7,0.45510074518228466,2017,2,2,44647.51654652623,1
13768,17.80662084506757,3.395034366199323,11,0.10068121970591534,2013,3,2,26988.46537065995,1
13769,17.374063211359818,2.0,12,0.7955411532256229,2012,0,2,25839.64272559329,1
13770,23.093070459506972,1.423762120109562,7,0.43168996204152543,2017,2,1,51395.20323541151,1
13771,16.164513844356705,3.3290276887134076,12,0.0802889700741379,2012,1,3,57976.30617751742,1
13772,13.301217745519205,2.487956654569702,9,-0.1288178632496896,2015,0,2,29163.615676700287,1
13773,13.582616068869138,3.0,11,0.6897803950624749,2013,0,2,802.5719278936704,1
13774,15.68676779559717,2.373535591194339,11,0.1648387877803862,2013,0,4,53031.82905628523,1
13775,18.39958658391708,2.520082683216584,8,0.3188268271674643,2016,2,1,43799.481174649154,1
13776,20.98150115668831,3.66050038556277,10,0.11963934299691065,2014,5,2,43850.52672097618,1
13777,13.676996997275863,3.1615015013620686,5,0.4966047093930801,2019,0,3,44687.1279275445,1
13778,15.254054393989424,3.6120120875532056,6,0.271975176473173,2018,1,2,27187.329869981586,1
13779,16.290883940336318,4.284852676610614,9,0.49557448506382673,2015,2,2,45785.07493310171,1
13780,15.97934392682674,2.0,9,0.1816104268076437,2015,1,1,32392.168888093136,1
13781,14.749353658614595,3.0,11,0.1294854379239972,2013,1,2,41019.6258909949,1
13782,15.194419173558767,1.0,7,0.18303567933923698,2017,1,3,56782.74311034982,1
13783,13.748116341914006,1.7913527236523343,8,0.2553562371079183,2016,1,3,62884.168826375986,1
13784,13.6509324576366,1.8372668855908503,9,0.5325458614239335,2015,2,2,48949.45595491399,1
13785,13.315287099807142,2.5615709667309527,5,0.3690248637359799,2019,2,1,39804.80995715915,1
13786,17.0,3.0,4,0.15853762173964103,2020,1,1,27368.664078433816,1
13787,11.949935472906706,4.799741891626823,7,0.46837561323063,2017,0,0,26011.72474842762,1
13788,12.7581970641918,1.0,6,0.20769620487565954,2018,2,2,44002.46118882888,1
13789,15.07555449376277,5.151108987525539,8,0.23958159840218438,2016,2,2,41558.65154409211,1
13790,16.01324628102401,3.9735074379519784,7,0.13969320300178,2017,4,3,68110.16990483608,1
13791,13.60936210075123,4.0,10,0.056900525429210674,2014,1,2,59046.77274145178,1
13792,16.40944793762731,2.8188958752546185,11,0.49416841438631065,2013,1,1,63411.02566407259,1
13793,16.24737206016898,2.247372060168982,5,0.24005827746267705,2019,2,3,37553.25087659035,1
13794,14.59595958932454,3.7020202053377305,10,0.22078152093515382,2014,0,2,58059.52792589114,1
13795,14.052242866988662,2.011871346669359,8,0.43580929162215143,2016,2,0,13527.20172093999,1
13796,13.49672179719628,1.3986887188785118,8,-0.29313166369178184,2017,1,3,33199.101327490054,1
13797,14.734225147554495,2.4219249508151686,6,0.1845799906032977,2018,2,3,62679.59805087066,1
13798,12.12781512620988,2.3759383754032934,5,0.5495691421332437,2019,2,3,20413.971302456415,1
13799,14.20923653455253,4.395381732723735,4,0.28168711947560704,2021,0,2,44662.952400534006,1
13800,13.493607524659925,4.0,3,0.3173127832767218,2021,1,2,38886.999314620545,1
13801,18.86004200409593,3.0,8,0.14855891170799712,2016,0,3,37670.675044476775,1
13802,14.265974064654111,2.734025935345888,7,0.48420757046061047,2017,2,1,50464.12460134333,1
13803,12.234983312889305,3.0,9,0.06023215211122704,2015,4,1,29646.62855687839,1
13804,17.155991893309842,1.6474320457243534,8,0.4932796601311543,2016,1,1,54700.84832097811,1
13805,16.694674741329482,2.1017750862235056,10,-0.14215038536315688,2015,0,1,43448.94526524626,1
13806,11.398816417606646,3.0,7,0.30655966204137464,2017,1,3,59316.07753240803,1
13807,14.29377825347542,5.764592751158474,7,0.7594885267842822,2017,2,3,40380.65393980238,1
13808,14.0,3.180939614037446,9,0.2723623977329728,2015,1,1,32651.667497607392,1
13809,21.109844688834023,3.24393787553361,10,-0.021484073411479787,2015,0,1,29935.540874070633,1
13810,22.959459015568935,1.032432787544853,8,-0.4599004797892011,2016,2,0,60173.10936006007,1
13811,12.009252522435903,4.972242432692293,7,0.4754791502386446,2017,0,0,26012.018081366867,1
13812,9.157735969750977,5.0,8,0.7763815263787786,2016,4,1,34974.00591884274,1
13813,10.976669826008669,1.4650047390130039,8,0.5771319539314786,2016,2,1,48131.763028208115,1
13814,12.067709089720328,2.9774303034265572,3,0.20015509020233807,2021,2,0,23952.1299625554,1
13815,13.565362916128487,0.9392177496770926,6,0.6225687846264036,2018,0,2,33752.98741913194,1
13816,15.294003388594954,5.117989834215141,8,0.30774906826061793,2016,1,1,47607.99601559112,1
13817,9.640641390784303,3.3203206953921516,8,0.49263437059793797,2017,1,2,1035.6274895965082,1
13818,14.601838146330838,2.699080926834581,7,0.24900640404489188,2018,2,1,30814.630700158737,1
13819,15.164328425653464,3.1671343148693074,9,0.66159102618559,2015,1,2,53848.736011553665,1
13820,15.850216170192127,5.850216170192127,7,0.013067384352250265,2017,0,2,56737.93838049145,1
13821,17.2322733647905,4.838633176047496,9,0.045317160361323244,2015,1,2,37227.644669078676,1
13822,17.79119413848499,2.0,4,0.43958694204080034,2021,1,5,33611.680662838626,1
13823,14.80117146971352,2.19882853028648,7,0.06811447877288138,2017,1,3,62801.42993760833,1
13824,22.508405976644628,2.9831880467107457,8,0.19437085375810123,2016,2,0,33717.70648587862,1
13825,15.842621485131133,3.0,12,0.15494898203881508,2012,1,3,57971.14828940007,1
13826,13.31610116205686,3.354873547428925,7,0.4981684516386413,2017,0,0,26073.602293943553,1
13827,18.76968842220712,2.0,9,0.19056479976611898,2015,2,2,70328.21193940495,1
13828,14.220788468499867,8.337634594500397,7,0.3035264165385922,2017,2,2,58802.315007404424,1
13829,17.274616884261373,2.532197587962661,12,0.4780836852816367,2013,1,1,54831.5965416568,1
13830,15.212615101964621,3.7165131973805057,4,0.2450326985224492,2020,2,1,62008.48994355279,1
13831,14.616357990121978,4.196364891084005,7,0.4540486433901256,2017,1,1,31123.16687716415,1
13832,14.942382808281419,4.264404297929645,10,0.23188293154296447,2014,2,1,15263.627092676228,1
13833,14.15619828225108,3.4171266294838762,10,0.2746847024472068,2014,1,1,22511.22743264897,1
13834,18.10476605630575,3.4476169718471263,12,0.08213589165578061,2012,1,0,72990.11016115593,1
13835,14.226936961418598,4.0756456538062,7,0.2460131399969543,2018,2,2,75136.77115910954,1
13836,9.803667109725108,3.098166445137446,7,0.010232700767107583,2017,1,1,37321.036850514305,1
13837,17.165996959436633,3.1659969594366313,4,0.5031195705684745,2020,2,2,37554.04426076398,1
13838,20.365923157644882,2.795040622706859,12,0.11591196972347682,2012,0,1,49888.11293973218,1
13839,10.509203968171832,1.254601984085916,9,0.32047390446676327,2015,1,3,48453.477162725736,1
13840,17.217487275516877,2.0,6,0.1492250700799399,2018,1,2,41885.99338297278,1
13841,10.854052903028416,3.0,11,0.41877516867151166,2013,0,3,32926.546910117104,1
13842,16.84420958577623,0.0,8,0.6231897189508299,2016,2,2,30771.30126304825,1
13843,15.16198180092545,6.8380181990745506,11,0.30215462859103914,2013,1,0,48131.763028208115,1
13844,14.828667143533593,1.828667143533594,8,0.5633009369165969,2017,3,1,57667.390774162646,1
13845,12.645776136587005,2.0,13,-0.017403322992643078,2011,1,3,26644.292150715104,1
13846,9.322091307339981,1.944350933814272,12,-0.0429859289901092,2012,2,2,43416.50203750905,1
13847,15.804564525534307,3.103423394150731,9,0.28045433999550634,2015,2,2,33278.26920560853,1
13848,16.256142184160815,3.0,9,-0.0721702134495592,2015,2,2,25223.86779846098,1
13849,21.107521990021997,3.405014660014664,8,0.8596051229575807,2017,2,0,32650.879478751005,1
13850,10.778088461283485,3.0,7,0.39809678251828157,2017,0,3,24863.388075772124,1
13851,15.62784123779974,3.0,12,0.11932760022627942,2013,2,0,21616.626492464482,1
13852,13.459652083585071,1.2298260417925362,9,-0.1507193203811283,2015,1,2,33242.58319358421,1
13853,21.995470823769548,3.9972824942617295,13,0.10603402601516194,2011,1,0,81095.57597571865,1
13854,19.291421120895798,2.0,9,0.5811768329942824,2015,2,4,36590.26226114335,1
13855,16.171184743835127,1.0,8,0.2313450194124036,2016,1,1,48664.190667371295,1
13856,11.791035209384331,1.2089647906156693,12,0.3207678489643816,2012,0,1,52609.916207766924,1
13857,23.4372581910891,0.7624838794059399,4,0.27016710165451974,2020,2,3,31321.757757361174,1
13858,14.860298433031888,3.2401989553545922,9,0.1984591516417846,2015,1,2,24761.473682614553,1
